"year","transect","position","species","phylum","common_name_division","subtidal","intertidal","solitary_colonial","adult_body_size_bin","calcareous","motility_adult","herbivore","predator","omnivore","deposit_feeder","filter_suspension","scavenger","trophic_level","benthic","pelagic","epibiotic"
1991,2,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1994,2,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1982,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1991,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1994,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1995,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1997,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1998,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1999,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2003,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2004,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2005,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2006,5,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1982,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1983,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1985,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1990,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1994,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1995,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1998,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2000,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2001,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2005,7,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1994,15,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1999,15,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1984,20,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1991,20,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1982,22,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1982,24,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1985,24,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1988,24,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1990,24,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1991,24,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1992,24,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1994,24,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1995,24,"exposed","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1982,26,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1991,26,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1997,26,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1998,26,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1999,26,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2000,26,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1982,28,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1990,28,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1991,28,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1994,28,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1997,28,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
2000,28,"sheltered","Asterias rubens","Echinodermata","Sea Stars","yes","yes","solitary","SC3","yes","motile","no","yes","no","no","no","yes","secondary consumer","yes","yes","no"
1998,2,"sheltered","Cancer borealis","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","no","yes","yes","no","no","no","secondary consumer","yes","no","no"
2004,5,"sheltered","Cancer borealis","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","no","yes","yes","no","no","no","secondary consumer","yes","no","no"
1992,7,"sheltered","Cancer borealis","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","no","yes","yes","no","no","no","secondary consumer","yes","no","no"
1982,15,"exposed","Cancer borealis","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","no","yes","yes","no","no","no","secondary consumer","yes","no","no"
1998,26,"sheltered","Cancer borealis","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","no","yes","yes","no","no","no","secondary consumer","yes","no","no"
1998,28,"sheltered","Cancer borealis","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","no","yes","yes","no","no","no","secondary consumer","yes","no","no"
2000,28,"sheltered","Cancer borealis","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","no","yes","yes","no","no","no","secondary consumer","yes","no","no"
1998,5,"sheltered","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
1982,7,"sheltered","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
2000,7,"sheltered","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
2005,20,"exposed","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
1982,22,"exposed","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
1985,24,"exposed","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
1982,26,"sheltered","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
1998,26,"sheltered","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
1982,28,"sheltered","Cancer irroratus","Arthropoda","Crustacean","yes","yes","solitary","SC2","yes","motile","yes","yes","yes","no","no","yes","secondary consumer","yes","no","no"
1998,7,"sheltered","Crepidula fornicata","Mollusca","Gastropod","yes","yes","gregarious","SC2","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2001,7,"sheltered","Crepidula fornicata","Mollusca","Gastropod","yes","yes","gregarious","SC2","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1990,24,"exposed","Crepidula fornicata","Mollusca","Gastropod","yes","yes","gregarious","SC2","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1997,26,"sheltered","Crepidula fornicata","Mollusca","Gastropod","yes","yes","gregarious","SC2","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1998,26,"sheltered","Crepidula fornicata","Mollusca","Gastropod","yes","yes","gregarious","SC2","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2004,26,"sheltered","Crepidula fornicata","Mollusca","Gastropod","yes","yes","gregarious","SC2","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1998,7,"sheltered","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
1982,15,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
1987,15,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
1990,15,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
2005,15,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
1982,20,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
1983,20,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
1982,22,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
1988,24,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
1993,24,"exposed","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
2006,28,"sheltered","Small worm","Mixed","Small worm","yes","yes","solitary","SC1","no","motile","yes","yes","yes","yes","no","yes","secondary consumer","yes","yes","no"
2006,7,"sheltered","Hemigrapsus sanguineus","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","no","no","yes","no","no","yes","secondary consumer","yes","no","no"
2006,28,"sheltered","Hemigrapsus sanguineus","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","no","no","yes","no","no","yes","secondary consumer","yes","no","no"
2004,2,"sheltered","Henricia sanguinolenta","Echinodermata","Sea Stars","yes","yes","solitary","SC2","yes","motile","no","no","no","no","yes","yes","primary consumer","yes","no","no"
1990,7,"sheltered","Henricia sanguinolenta","Echinodermata","Sea Stars","yes","yes","solitary","SC2","yes","motile","no","no","no","no","yes","yes","primary consumer","yes","no","no"
1992,7,"sheltered","Henricia sanguinolenta","Echinodermata","Sea Stars","yes","yes","solitary","SC2","yes","motile","no","no","no","no","yes","yes","primary consumer","yes","no","no"
1994,24,"exposed","Henricia sanguinolenta","Echinodermata","Sea Stars","yes","yes","solitary","SC2","yes","motile","no","no","no","no","yes","yes","primary consumer","yes","no","no"
1986,2,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1987,2,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1993,2,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1986,5,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1995,5,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2000,5,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2006,5,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1983,7,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1994,7,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2000,7,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2001,7,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1982,15,"exposed","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1983,15,"exposed","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1999,20,"exposed","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1989,22,"exposed","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2006,22,"exposed","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1982,24,"exposed","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1983,24,"exposed","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1987,26,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1994,26,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1998,26,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2000,26,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2006,26,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1993,28,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
2006,28,"sheltered","Hiatella arctica","Mollusca","Bivalve","no","yes","solitary","SC1","yes","sessile","no","no","no","no","yes","no","primary consumer","yes","no","yes"
1984,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1998,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1998,22,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1992,26,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1998,26,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1986,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1988,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1989,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1991,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1992,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1993,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1994,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1995,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1998,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2004,2,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1983,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1986,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1987,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1988,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1989,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1990,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1992,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1993,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1995,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1997,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1998,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2000,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2003,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2004,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2006,5,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1983,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1986,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1989,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1990,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1992,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1993,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1994,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1996,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1998,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2005,7,"sheltered","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1988,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1994,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1995,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1996,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1998,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2000,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2002,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2003,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2004,15,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1983,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1988,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1994,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1997,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1999,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2000,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2001,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2003,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2004,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2005,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
2006,20,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
1982,22,"exposed","Isopoda","Arthropoda","Crustacean","no","yes","solitary","SC2","yes","motile","yes","no","no","no","no","yes","primary consumer","yes","no","no"
