"year","transect","position","species","group","common_name_division_bgr","body_size_avg_bin","calcareous","dietary_pref_c","trophic_level","motility_juv","motility_adult","benthic","epibiotic","intertidal","subtidal"
1992,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1993,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1994,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1995,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1997,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1998,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
2000,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
2002,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
2006,28,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1998,7,"sheltered","Crepidula fornicata","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
2001,7,"sheltered","Crepidula fornicata","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
1990,24,"exposed","Crepidula fornicata","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
1997,26,"sheltered","Crepidula fornicata","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
1998,26,"sheltered","Crepidula fornicata","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
2004,26,"sheltered","Crepidula fornicata","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
1998,7,"sheltered","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1982,15,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1987,15,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1990,15,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
2005,15,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1982,20,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1983,20,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1982,22,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1988,24,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1993,24,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
2006,28,"sheltered","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
2006,7,"sheltered","Hemigrapsus sanguineus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","no","yes","no"
2006,28,"sheltered","Hemigrapsus sanguineus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","no","yes","no"
2004,2,"sheltered","Henricia sanguinolenta","Invertebrate","Sea Stars","small-medium","yes","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1990,7,"sheltered","Henricia sanguinolenta","Invertebrate","Sea Stars","small-medium","yes","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1992,7,"sheltered","Henricia sanguinolenta","Invertebrate","Sea Stars","small-medium","yes","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1994,24,"exposed","Henricia sanguinolenta","Invertebrate","Sea Stars","small-medium","yes","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1986,2,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1987,2,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1993,2,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1986,5,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1995,5,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2000,5,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2006,5,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1983,7,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1994,7,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2000,7,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2001,7,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1982,15,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1983,15,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1999,20,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1989,22,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2006,22,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1982,24,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1983,24,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1987,26,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1994,26,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1998,26,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2000,26,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2006,26,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1993,28,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
2006,28,"sheltered","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1984,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1998,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1998,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1992,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1998,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1986,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1988,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1989,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1991,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1992,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1993,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1994,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1995,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1998,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2004,2,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1986,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1987,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1988,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1989,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1990,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1992,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1993,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1995,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1997,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1998,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2000,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2003,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2004,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2006,5,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1986,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1989,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1990,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1992,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1993,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1994,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1996,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1998,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2005,7,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1988,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1994,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1995,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1996,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1998,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2000,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2002,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2003,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2004,15,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1988,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1994,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1997,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1999,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2000,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2001,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2003,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2004,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2005,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2006,20,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1982,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1985,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1986,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1987,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1988,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1991,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2000,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2001,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2006,22,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1982,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1985,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1986,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1987,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1988,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1990,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1991,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1992,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1993,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1994,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1995,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1998,24,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1985,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1989,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1991,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1994,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1995,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1996,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1997,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1999,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2000,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2002,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2003,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2006,26,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1984,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1988,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1990,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1991,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1992,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1993,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1994,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1995,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1997,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2000,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2002,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
2006,28,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1985,2,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2004,2,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1994,5,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2003,5,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2005,5,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1994,7,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2005,7,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2000,15,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2001,15,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2002,15,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2004,15,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1987,20,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1994,20,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2000,20,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2001,20,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2004,20,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2005,20,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1993,24,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1994,24,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2000,26,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2006,26,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1992,28,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1994,28,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
2006,28,"sheltered","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1982,2,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1994,2,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
2000,5,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1983,7,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1994,7,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1982,22,"exposed","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1982,28,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1994,28,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1982,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1985,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1986,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1987,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1989,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1990,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1992,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1998,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
2004,2,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,5,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,5,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1985,5,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1986,5,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1987,5,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
