"year","transect","position","species","group","common_name_division_bgr","turf_subcanopy_canopy_algae","macrophyte","leathery","corticated","foliose","crustose","articulated","calcareous","body_size_avg_bin","benthic","epibiotic","intertidal","subtidal"
1993,2,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,2,"sheltered","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1993,2,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,2,"sheltered","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,2,"sheltered","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1993,2,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1993,2,"sheltered","Chordaria flagelliformis","Algae","Brown Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,5,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1993,5,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,5,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,5,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1993,5,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,5,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,5,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,5,"sheltered","Codium fragile","Algae","Green Algae","Subcanopy","no","no","yes","yes","no","no","no","medium-large","yes","no","yes","yes"
1993,7,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1993,7,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1993,7,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,7,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,7,"sheltered","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,7,"sheltered","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1993,7,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,7,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,7,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,7,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,7,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,7,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1993,8,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1993,8,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1993,8,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,8,"sheltered","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1993,8,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,8,"sheltered","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,8,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,8,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1993,8,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,8,"sheltered","Clathromorphum circumscriptum","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","unknown","yes","no","yes","yes"
1993,8,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,8,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,13,"exposed","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1993,13,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,13,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1993,13,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,13,"exposed","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1993,13,"exposed","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1993,13,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,13,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,13,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,13,"exposed","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,13,"exposed","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,13,"exposed","Clathromorphum circumscriptum","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","unknown","yes","no","yes","yes"
1993,13,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1993,13,"exposed","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1993,13,"exposed","Alaria esculenta","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","no","yes","yes","yes"
1993,15,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,15,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,15,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,15,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,15,"exposed","Alaria esculenta","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","no","yes","yes","yes"
1993,15,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,15,"exposed","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1993,15,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,20,"exposed","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1993,20,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,20,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,20,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,20,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,20,"exposed","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1993,20,"exposed","Alaria esculenta","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","no","yes","yes","yes"
1993,20,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,22,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,22,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1993,22,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,22,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,22,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,22,"exposed","Alaria esculenta","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","no","yes","yes","yes"
1993,22,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,24,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,24,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,24,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1993,24,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,24,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,24,"exposed","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1993,24,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1993,24,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,24,"exposed","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1993,24,"exposed","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,24,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,24,"exposed","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,26,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1993,26,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1993,26,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,26,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,26,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1993,26,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,26,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,26,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,26,"sheltered","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1993,26,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,26,"sheltered","Chordaria flagelliformis","Algae","Brown Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,26,"sheltered","Codium fragile","Algae","Green Algae","Subcanopy","no","no","yes","yes","no","no","no","medium-large","yes","no","yes","yes"
1993,26,"sheltered","Clathromorphum circumscriptum","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","unknown","yes","no","yes","yes"
1993,28,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1993,28,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1993,28,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,28,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1993,28,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1993,28,"sheltered","Clathromorphum circumscriptum","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","unknown","yes","no","yes","yes"
1993,28,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1993,28,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1993,28,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1993,28,"sheltered","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1994,1,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1994,1,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,1,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1994,1,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,1,"sheltered","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1994,1,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1994,1,"sheltered","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,1,"sheltered","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1994,1,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,1,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1994,1,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,1,"sheltered","Codium fragile","Algae","Green Algae","Subcanopy","no","no","yes","yes","no","no","no","medium-large","yes","no","yes","yes"
1994,1,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,2,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,2,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1994,2,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1994,2,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,2,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,2,"sheltered","Ulva intestinalis","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium","yes","yes","yes","no"
1994,2,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1994,2,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1994,2,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,2,"sheltered","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,2,"sheltered","Leathesia marina","Algae","Brown Algae","Subcanopy","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1994,2,"sheltered","Codium fragile","Algae","Green Algae","Subcanopy","no","no","yes","yes","no","no","no","medium-large","yes","no","yes","yes"
1994,2,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1994,5,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1994,5,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,5,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,5,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,5,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1994,5,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,5,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1994,5,"sheltered","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,5,"sheltered","Codium fragile","Algae","Green Algae","Subcanopy","no","no","yes","yes","no","no","no","medium-large","yes","no","yes","yes"
1994,5,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1994,7,"sheltered","Prasiola stipitata","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","small-medium","yes","no","yes","no"
1994,7,"sheltered","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1994,7,"sheltered","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,7,"sheltered","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,7,"sheltered","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,7,"sheltered","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1994,7,"sheltered","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1994,7,"sheltered","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,7,"sheltered","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,7,"sheltered","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,7,"sheltered","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1994,7,"sheltered","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1994,7,"sheltered","Clathromorphum circumscriptum","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","unknown","yes","no","yes","yes"
1994,7,"sheltered","Ahnfeltia plicata","Algae","Green Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,7,"sheltered","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,7,"sheltered","Codium fragile","Algae","Green Algae","Subcanopy","no","no","yes","yes","no","no","no","medium-large","yes","no","yes","yes"
1994,13,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,13,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1994,13,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1994,13,"exposed","Elachista fucicola","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","small-medium","no","yes","yes","no"
1994,13,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,13,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,13,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,13,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,13,"exposed","Polysiphonia","Algae","Red Algae","Turf","no","no","no","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,13,"exposed","Pylaiella littoralis","Algae","Brown Algae","Turf","no","no","no","no","no","no","no","medium","yes","yes","yes","yes"
1994,13,"exposed","Chaetomorpha ligustica","Algae","Green Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1994,13,"exposed","Alaria esculenta","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","no","yes","yes","yes"
1994,15,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,15,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,15,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1994,15,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,15,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1994,15,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,15,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,15,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1994,15,"exposed","Chordaria flagelliformis","Algae","Brown Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1994,15,"exposed","Alaria esculenta","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","no","yes","yes","yes"
1994,17,"exposed","Fucus vesiculosus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,17,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1994,17,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,17,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,17,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,17,"exposed","Mastocarpus stellatus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,17,"exposed","Clathromorphum circumscriptum","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","unknown","yes","no","yes","yes"
1994,20,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,20,"exposed","Ascophyllum nodosum","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","large","no","yes","yes","yes"
1994,20,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
1994,20,"exposed","Ulva lactuca","Algae","Green Algae","Turf","no","no","no","yes","no","no","no","medium-large","yes","yes","yes","no"
1994,20,"exposed","Porphyra","Algae","Red Algae","Turf","no","no","no","yes","no","no","no","large","yes","no","yes","yes"
1994,20,"exposed","Ceramium virgatum","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium-large","yes","yes","yes","yes"
1994,20,"exposed","Chondrus crispus","Algae","Red Algae","Subcanopy","yes","no","yes","no","no","no","no","medium","yes","no","yes","yes"
1994,20,"exposed","Alaria esculenta","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","no","yes","yes","yes"
1994,20,"exposed","Chordaria flagelliformis","Algae","Brown Algae","Turf","no","no","yes","yes","no","no","no","large","no","yes","yes","yes"
1994,20,"exposed","Saccharina latissima","Algae","Brown Algae","Canopy","yes","yes","no","no","no","no","no","very large","yes","yes","yes","yes"
1994,20,"exposed","Corallina officinalis","Algae","Red Algae","Turf","no","no","yes","yes","no","yes","yes","medium","yes","yes","yes","no"
1994,22,"exposed","Hildenbrandia rubra","Algae","Red Algae","Turf","no","no","no","no","yes","no","no","medium","yes","no","yes","yes"
1994,22,"exposed","Fucus distichus","Algae","Brown Algae","Subcanopy","yes","yes","no","no","no","no","no","large","yes","no","yes","no"
