year,species,dataset
2005,Modiolus modiolus,int_cover
2006,Modiolus modiolus,int_cover
2009,Modiolus modiolus,int_cover
2010,Modiolus modiolus,int_cover
2011,Modiolus modiolus,int_cover
2012,Modiolus modiolus,int_cover
2014,Modiolus modiolus,int_cover
2015,Modiolus modiolus,int_cover
2016,Modiolus modiolus,int_cover
1986,Monostroma,int_cover
1987,Monostroma,int_cover
1988,Monostroma,int_cover
1992,Monostroma,int_cover
1998,Monostroma,int_cover
2006,Monostroma,int_cover
1982,Mytilus edulis,int_cover
1983,Mytilus edulis,int_cover
1984,Mytilus edulis,int_cover
1985,Mytilus edulis,int_cover
1986,Mytilus edulis,int_cover
1987,Mytilus edulis,int_cover
1988,Mytilus edulis,int_cover
1989,Mytilus edulis,int_cover
1990,Mytilus edulis,int_cover
1991,Mytilus edulis,int_cover
1992,Mytilus edulis,int_cover
1993,Mytilus edulis,int_cover
1994,Mytilus edulis,int_cover
1995,Mytilus edulis,int_cover
1996,Mytilus edulis,int_cover
1997,Mytilus edulis,int_cover
1998,Mytilus edulis,int_cover
1999,Mytilus edulis,int_cover
2000,Mytilus edulis,int_cover
2001,Mytilus edulis,int_cover
2002,Mytilus edulis,int_cover
2003,Mytilus edulis,int_cover
2004,Mytilus edulis,int_cover
2005,Mytilus edulis,int_cover
2006,Mytilus edulis,int_cover
2008,Mytilus edulis,int_cover
2009,Mytilus edulis,int_cover
2010,Mytilus edulis,int_cover
2011,Mytilus edulis,int_cover
2012,Mytilus edulis,int_cover
2014,Mytilus edulis,int_cover
2015,Mytilus edulis,int_cover
2016,Mytilus edulis,int_cover
2017,Mytilus edulis,int_cover
1995,Nemalion helminthoides,int_cover
1983,Palmaria palmata,int_cover
1989,Palmaria palmata,int_cover
1990,Palmaria palmata,int_cover
1991,Palmaria palmata,int_cover
1992,Palmaria palmata,int_cover
1994,Petalonia fascia,int_cover
1995,Petalonia fascia,int_cover
2009,Petalonia fascia,int_cover
1982,Phymatolithon lenormandii,int_cover
1983,Phymatolithon lenormandii,int_cover
1984,Phymatolithon lenormandii,int_cover
1985,Phymatolithon lenormandii,int_cover
1986,Phymatolithon lenormandii,int_cover
1987,Phymatolithon lenormandii,int_cover
1992,Phymatolithon lenormandii,int_cover
1998,Phymatolithon lenormandii,int_cover
2000,Phymatolithon lenormandii,int_cover
2001,Phymatolithon lenormandii,int_cover
2002,Phymatolithon lenormandii,int_cover
2003,Phymatolithon lenormandii,int_cover
2005,Phymatolithon lenormandii,int_cover
2006,Phymatolithon lenormandii,int_cover
2009,Phymatolithon lenormandii,int_cover
2010,Phymatolithon lenormandii,int_cover
2011,Phymatolithon lenormandii,int_cover
2012,Phymatolithon lenormandii,int_cover
2013,Phymatolithon lenormandii,int_cover
2014,Phymatolithon lenormandii,int_cover
2015,Phymatolithon lenormandii,int_cover
2016,Phymatolithon lenormandii,int_cover
2017,Phymatolithon lenormandii,int_cover
1983,Plumaria plumosa,int_cover
1985,Plumaria plumosa,int_cover
1986,Plumaria plumosa,int_cover
1988,Plumaria plumosa,int_cover
1991,Plumaria plumosa,int_cover
1992,Plumaria plumosa,int_cover
1993,Plumaria plumosa,int_cover
1998,Plumaria plumosa,int_cover
2006,Plumaria plumosa,int_cover
2011,Plumaria plumosa,int_cover
1982,Polysiphonia,int_cover
1983,Polysiphonia,int_cover
1984,Polysiphonia,int_cover
1985,Polysiphonia,int_cover
1986,Polysiphonia,int_cover
1987,Polysiphonia,int_cover
1988,Polysiphonia,int_cover
1989,Polysiphonia,int_cover
1990,Polysiphonia,int_cover
1991,Polysiphonia,int_cover
1992,Polysiphonia,int_cover
1993,Polysiphonia,int_cover
1994,Polysiphonia,int_cover
1995,Polysiphonia,int_cover
1996,Polysiphonia,int_cover
1998,Polysiphonia,int_cover
2004,Polysiphonia,int_cover
2006,Polysiphonia,int_cover
2009,Polysiphonia,int_cover
2011,Polysiphonia,int_cover
2012,Polysiphonia,int_cover
2013,Polysiphonia,int_cover
2014,Polysiphonia,int_cover
2015,Polysiphonia,int_cover
2016,Polysiphonia,int_cover
1982,Porphyra,int_cover
1983,Porphyra,int_cover
1984,Porphyra,int_cover
1985,Porphyra,int_cover
1986,Porphyra,int_cover
1987,Porphyra,int_cover
1988,Porphyra,int_cover
1989,Porphyra,int_cover
1990,Porphyra,int_cover
1991,Porphyra,int_cover
1992,Porphyra,int_cover
1993,Porphyra,int_cover
1994,Porphyra,int_cover
1995,Porphyra,int_cover
1996,Porphyra,int_cover
1997,Porphyra,int_cover
1998,Porphyra,int_cover
2000,Porphyra,int_cover
2003,Porphyra,int_cover
2009,Porphyra,int_cover
2011,Porphyra,int_cover
2012,Porphyra,int_cover
2014,Porphyra,int_cover
2017,Porphyra,int_cover
1982,Prasiola stipitata,int_cover
1983,Prasiola stipitata,int_cover
1984,Prasiola stipitata,int_cover
1985,Prasiola stipitata,int_cover
1986,Prasiola stipitata,int_cover
1987,Prasiola stipitata,int_cover
1988,Prasiola stipitata,int_cover
1989,Prasiola stipitata,int_cover
1990,Prasiola stipitata,int_cover
1991,Prasiola stipitata,int_cover
1992,Prasiola stipitata,int_cover
1993,Prasiola stipitata,int_cover
1994,Prasiola stipitata,int_cover
1995,Prasiola stipitata,int_cover
1996,Prasiola stipitata,int_cover
1997,Prasiola stipitata,int_cover
1998,Prasiola stipitata,int_cover
1999,Prasiola stipitata,int_cover
2000,Prasiola stipitata,int_cover
2001,Prasiola stipitata,int_cover
2002,Prasiola stipitata,int_cover
2004,Prasiola stipitata,int_cover
2005,Prasiola stipitata,int_cover
2006,Prasiola stipitata,int_cover
2009,Prasiola stipitata,int_cover
2010,Prasiola stipitata,int_cover
2011,Prasiola stipitata,int_cover
2012,Prasiola stipitata,int_cover
2014,Prasiola stipitata,int_cover
2015,Prasiola stipitata,int_cover
2016,Prasiola stipitata,int_cover
2010,Protectocarpus speciosus,int_cover
1986,Ptilota serrata,int_cover
1991,Ptilota serrata,int_cover
1995,Ptilota serrata,int_cover
1984,Pylaiella littoralis,int_cover
1986,Pylaiella littoralis,int_cover
1991,Pylaiella littoralis,int_cover
1993,Pylaiella littoralis,int_cover
1994,Pylaiella littoralis,int_cover
1995,Pylaiella littoralis,int_cover
2004,Pylaiella littoralis,int_cover
1982,Ralfsia,int_cover
1983,Ralfsia,int_cover
1984,Ralfsia,int_cover
1985,Ralfsia,int_cover
1986,Ralfsia,int_cover
1987,Ralfsia,int_cover
1988,Ralfsia,int_cover
1989,Ralfsia,int_cover
1990,Ralfsia,int_cover
1991,Ralfsia,int_cover
1992,Ralfsia,int_cover
1993,Ralfsia,int_cover
1994,Ralfsia,int_cover
1995,Ralfsia,int_cover
1996,Ralfsia,int_cover
1998,Ralfsia,int_cover
1999,Ralfsia,int_cover
2000,Ralfsia,int_cover
2001,Ralfsia,int_cover
2002,Ralfsia,int_cover
2003,Ralfsia,int_cover
2005,Ralfsia,int_cover
2006,Ralfsia,int_cover
2011,Ralfsia,int_cover
2013,Red lichen,int_cover
1984,Rhizoclonium tortuosum,int_cover
1985,Rhizoclonium tortuosum,int_cover
1986,Rhizoclonium tortuosum,int_cover
1987,Rhizoclonium tortuosum,int_cover
1988,Rhizoclonium tortuosum,int_cover
1989,Rhizoclonium tortuosum,int_cover
1990,Rhizoclonium tortuosum,int_cover
1991,Rhizoclonium tortuosum,int_cover
1992,Rhizoclonium tortuosum,int_cover
1993,Rhizoclonium tortuosum,int_cover
1994,Rhizoclonium tortuosum,int_cover
1995,Rhizoclonium tortuosum,int_cover
1996,Rhizoclonium tortuosum,int_cover
1997,Rhizoclonium tortuosum,int_cover
1998,Rhizoclonium tortuosum,int_cover
2004,Rhizoclonium tortuosum,int_cover
2006,Rhizoclonium tortuosum,int_cover
2010,Rhizoclonium tortuosum,int_cover
2011,Rhizoclonium tortuosum,int_cover
2012,Rhizoclonium tortuosum,int_cover
2013,Rhizoclonium tortuosum,int_cover
2014,Rhizoclonium tortuosum,int_cover
2015,Rhizoclonium tortuosum,int_cover
2016,Rhizoclonium tortuosum,int_cover
1982,Saccharina latissima,int_cover
1983,Saccharina latissima,int_cover
1984,Saccharina latissima,int_cover
1985,Saccharina latissima,int_cover
1986,Saccharina latissima,int_cover
1987,Saccharina latissima,int_cover
1988,Saccharina latissima,int_cover
1989,Saccharina latissima,int_cover
1990,Saccharina latissima,int_cover
1991,Saccharina latissima,int_cover
1992,Saccharina latissima,int_cover
1994,Saccharina latissima,int_cover
2000,Saccharina latissima,int_cover
2006,Saccharina latissima,int_cover
1992,Saccorhiza dermatodea,int_cover
1996,Schizoporella unicornis,int_cover
2001,Schizoporella unicornis,int_cover
2012,Schizoporella unicornis,int_cover
2013,Schizoporella unicornis,int_cover
2014,Schizoporella unicornis,int_cover
1985,Scytosiphon lomentaria,int_cover
1992,Scytosiphon lomentaria,int_cover
1997,Scytosiphon lomentaria,int_cover
1998,Scytosiphon lomentaria,int_cover
2002,Scytosiphon lomentaria,int_cover
2004,Scytosiphon lomentaria,int_cover
1982,Semibalanus balanoides,int_cover
1983,Semibalanus balanoides,int_cover
1984,Semibalanus balanoides,int_cover
1985,Semibalanus balanoides,int_cover
1986,Semibalanus balanoides,int_cover
1987,Semibalanus balanoides,int_cover
1988,Semibalanus balanoides,int_cover
1989,Semibalanus balanoides,int_cover
1990,Semibalanus balanoides,int_cover
1991,Semibalanus balanoides,int_cover
1992,Semibalanus balanoides,int_cover
1993,Semibalanus balanoides,int_cover
1994,Semibalanus balanoides,int_cover
1995,Semibalanus balanoides,int_cover
1996,Semibalanus balanoides,int_cover
1997,Semibalanus balanoides,int_cover
1998,Semibalanus balanoides,int_cover
1999,Semibalanus balanoides,int_cover
2000,Semibalanus balanoides,int_cover
2001,Semibalanus balanoides,int_cover
2002,Semibalanus balanoides,int_cover
2003,Semibalanus balanoides,int_cover
2004,Semibalanus balanoides,int_cover
2005,Semibalanus balanoides,int_cover
2006,Semibalanus balanoides,int_cover
2008,Semibalanus balanoides,int_cover
2009,Semibalanus balanoides,int_cover
2010,Semibalanus balanoides,int_cover
2011,Semibalanus balanoides,int_cover
2012,Semibalanus balanoides,int_cover
2013,Semibalanus balanoides,int_cover
2014,Semibalanus balanoides,int_cover
2015,Semibalanus balanoides,int_cover
2016,Semibalanus balanoides,int_cover
2017,Semibalanus balanoides,int_cover
1985,Shell hash,int_cover
1986,Shell hash,int_cover
1987,Shell hash,int_cover
1989,Shell hash,int_cover
1990,Shell hash,int_cover
1991,Shell hash,int_cover
1992,Shell hash,int_cover
1993,Shell hash,int_cover
1994,Shell hash,int_cover
1995,Shell hash,int_cover
1996,Shell hash,int_cover
1997,Shell hash,int_cover
1998,Shell hash,int_cover
1999,Shell hash,int_cover
2000,Shell hash,int_cover
2001,Shell hash,int_cover
2002,Shell hash,int_cover
2003,Shell hash,int_cover
2004,Shell hash,int_cover
2005,Shell hash,int_cover
2006,Shell hash,int_cover
2008,Shell hash,int_cover
2009,Shell hash,int_cover
2010,Shell hash,int_cover
2011,Shell hash,int_cover
2012,Shell hash,int_cover
2013,Shell hash,int_cover
2014,Shell hash,int_cover
2015,Shell hash,int_cover
2016,Shell hash,int_cover
2017,Shell hash,int_cover
1988,Sphacelaria,int_cover
1993,Sphacelaria,int_cover
2014,Sphacelaria,int_cover
1983,Sphacelaria cirrosa,int_cover
2011,Sphacelaria cirrosa,int_cover
2013,Sphacelaria cirrosa,int_cover
2016,Sphacelaria cirrosa,int_cover
2010,Spirorbis,int_cover
1984,Spongomorpha aeruginosa,int_cover
1987,Spongomorpha aeruginosa,int_cover
1990,Spongomorpha aeruginosa,int_cover
2003,Spongomorpha aeruginosa,int_cover
1982,Ulva intestinalis,int_cover
1983,Ulva intestinalis,int_cover
1984,Ulva intestinalis,int_cover
1985,Ulva intestinalis,int_cover
1986,Ulva intestinalis,int_cover
1987,Ulva intestinalis,int_cover
1988,Ulva intestinalis,int_cover
1989,Ulva intestinalis,int_cover
1990,Ulva intestinalis,int_cover
1991,Ulva intestinalis,int_cover
1992,Ulva intestinalis,int_cover
1993,Ulva intestinalis,int_cover
1994,Ulva intestinalis,int_cover
1995,Ulva intestinalis,int_cover
1996,Ulva intestinalis,int_cover
2003,Ulva intestinalis,int_cover
1982,Ulva lactuca,int_cover
1983,Ulva lactuca,int_cover
1984,Ulva lactuca,int_cover
1985,Ulva lactuca,int_cover
1986,Ulva lactuca,int_cover
1987,Ulva lactuca,int_cover
1988,Ulva lactuca,int_cover
1989,Ulva lactuca,int_cover
1990,Ulva lactuca,int_cover
1991,Ulva lactuca,int_cover
1992,Ulva lactuca,int_cover
1993,Ulva lactuca,int_cover
1994,Ulva lactuca,int_cover
1995,Ulva lactuca,int_cover
1996,Ulva lactuca,int_cover
1997,Ulva lactuca,int_cover
1998,Ulva lactuca,int_cover
2000,Ulva lactuca,int_cover
2005,Ulva lactuca,int_cover
2006,Ulva lactuca,int_cover
2009,Ulva lactuca,int_cover
2011,Ulva lactuca,int_cover
2012,Ulva lactuca,int_cover
2013,Ulva lactuca,int_cover
2016,Ulva lactuca,int_cover
2010,Unknown green crust,int_cover
1982,Verrucaria,int_cover
1983,Verrucaria,int_cover
1984,Verrucaria,int_cover
1985,Verrucaria,int_cover
1986,Verrucaria,int_cover
1987,Verrucaria,int_cover
1988,Verrucaria,int_cover
1989,Verrucaria,int_cover
1990,Verrucaria,int_cover
1991,Verrucaria,int_cover
1992,Verrucaria,int_cover
1993,Verrucaria,int_cover
1994,Verrucaria,int_cover
1995,Verrucaria,int_cover
1996,Verrucaria,int_cover
1997,Verrucaria,int_cover
1998,Verrucaria,int_cover
1999,Verrucaria,int_cover
2000,Verrucaria,int_cover
2001,Verrucaria,int_cover
2002,Verrucaria,int_cover
2003,Verrucaria,int_cover
2004,Verrucaria,int_cover
2005,Verrucaria,int_cover
2006,Verrucaria,int_cover
2009,Verrucaria,int_cover
2010,Verrucaria,int_cover
2011,Verrucaria,int_cover
2012,Verrucaria,int_cover
2013,Verrucaria,int_cover
2014,Verrucaria,int_cover
2015,Verrucaria,int_cover
2016,Verrucaria,int_cover
2017,Verrucaria,int_cover
1992,Vertebrata lanosa,int_cover
2011,Vertebrata lanosa,int_cover
2015,Vertebrata lanosa,int_cover
2016,Vertebrata lanosa,int_cover
2017,Vertebrata lanosa,int_cover
1982,Modiolus modiolus,int_sizes
1983,Modiolus modiolus,int_sizes
1984,Modiolus modiolus,int_sizes
1985,Modiolus modiolus,int_sizes
1986,Modiolus modiolus,int_sizes
1987,Modiolus modiolus,int_sizes
1988,Modiolus modiolus,int_sizes
1989,Modiolus modiolus,int_sizes
1990,Modiolus modiolus,int_sizes
1991,Modiolus modiolus,int_sizes
1992,Modiolus modiolus,int_sizes
1993,Modiolus modiolus,int_sizes
1994,Modiolus modiolus,int_sizes
1995,Modiolus modiolus,int_sizes
1996,Modiolus modiolus,int_sizes
1997,Modiolus modiolus,int_sizes
1998,Modiolus modiolus,int_sizes
1999,Modiolus modiolus,int_sizes
2000,Modiolus modiolus,int_sizes
2001,Modiolus modiolus,int_sizes
2002,Modiolus modiolus,int_sizes
2003,Modiolus modiolus,int_sizes
2004,Modiolus modiolus,int_sizes
2005,Modiolus modiolus,int_sizes
2006,Modiolus modiolus,int_sizes
2009,Modiolus modiolus,int_sizes
2010,Modiolus modiolus,int_sizes
2011,Modiolus modiolus,int_sizes
2012,Modiolus modiolus,int_sizes
2013,Modiolus modiolus,int_sizes
2014,Modiolus modiolus,int_sizes
2015,Modiolus modiolus,int_sizes
2016,Modiolus modiolus,int_sizes
2017,Modiolus modiolus,int_sizes
1982,Mytilus edulis,int_sizes
1983,Mytilus edulis,int_sizes
1984,Mytilus edulis,int_sizes
1985,Mytilus edulis,int_sizes
1986,Mytilus edulis,int_sizes
1987,Mytilus edulis,int_sizes
1988,Mytilus edulis,int_sizes
1989,Mytilus edulis,int_sizes
1990,Mytilus edulis,int_sizes
1991,Mytilus edulis,int_sizes
1992,Mytilus edulis,int_sizes
1993,Mytilus edulis,int_sizes
1994,Mytilus edulis,int_sizes
1995,Mytilus edulis,int_sizes
1996,Mytilus edulis,int_sizes
1997,Mytilus edulis,int_sizes
1998,Mytilus edulis,int_sizes
1999,Mytilus edulis,int_sizes
2000,Mytilus edulis,int_sizes
2001,Mytilus edulis,int_sizes
2002,Mytilus edulis,int_sizes
2003,Mytilus edulis,int_sizes
2004,Mytilus edulis,int_sizes
2005,Mytilus edulis,int_sizes
2006,Mytilus edulis,int_sizes
2008,Mytilus edulis,int_sizes
2009,Mytilus edulis,int_sizes
2010,Mytilus edulis,int_sizes
2011,Mytilus edulis,int_sizes
2012,Mytilus edulis,int_sizes
2013,Mytilus edulis,int_sizes
2014,Mytilus edulis,int_sizes
2015,Mytilus edulis,int_sizes
2016,Mytilus edulis,int_sizes
2017,Mytilus edulis,int_sizes
1982,Nucella lapillus,int_sizes
1983,Nucella lapillus,int_sizes
1989,Nucella lapillus,int_sizes
1998,Nucella lapillus,int_sizes
1999,Nucella lapillus,int_sizes
2000,Nucella lapillus,int_sizes
2001,Nucella lapillus,int_sizes
2002,Nucella lapillus,int_sizes
2003,Nucella lapillus,int_sizes
2004,Nucella lapillus,int_sizes
2005,Nucella lapillus,int_sizes
2006,Nucella lapillus,int_sizes
2009,Nucella lapillus,int_sizes
2010,Nucella lapillus,int_sizes
2011,Nucella lapillus,int_sizes
2012,Nucella lapillus,int_sizes
2013,Nucella lapillus,int_sizes
2014,Nucella lapillus,int_sizes
2015,Nucella lapillus,int_sizes
2016,Nucella lapillus,int_sizes
2017,Nucella lapillus,int_sizes
1982,Semibalanus balanoides,int_sizes
1983,Semibalanus balanoides,int_sizes
1984,Semibalanus balanoides,int_sizes
1985,Semibalanus balanoides,int_sizes
1986,Semibalanus balanoides,int_sizes
1987,Semibalanus balanoides,int_sizes
1988,Semibalanus balanoides,int_sizes
1989,Semibalanus balanoides,int_sizes
1990,Semibalanus balanoides,int_sizes
1991,Semibalanus balanoides,int_sizes
1992,Semibalanus balanoides,int_sizes
1993,Semibalanus balanoides,int_sizes
1994,Semibalanus balanoides,int_sizes
1995,Semibalanus balanoides,int_sizes
1996,Semibalanus balanoides,int_sizes
1997,Semibalanus balanoides,int_sizes
1998,Semibalanus balanoides,int_sizes
1999,Semibalanus balanoides,int_sizes
2000,Semibalanus balanoides,int_sizes
2001,Semibalanus balanoides,int_sizes
2002,Semibalanus balanoides,int_sizes
2003,Semibalanus balanoides,int_sizes
2004,Semibalanus balanoides,int_sizes
2005,Semibalanus balanoides,int_sizes
2006,Semibalanus balanoides,int_sizes
2008,Semibalanus balanoides,int_sizes
2009,Semibalanus balanoides,int_sizes
2010,Semibalanus balanoides,int_sizes
2011,Semibalanus balanoides,int_sizes
2012,Semibalanus balanoides,int_sizes
2013,Semibalanus balanoides,int_sizes
2014,Semibalanus balanoides,int_sizes
2015,Semibalanus balanoides,int_sizes
2016,Semibalanus balanoides,int_sizes
2017,Semibalanus balanoides,int_sizes
