Year,Transect,Position,Organism
2001,26,sheltered,Prasiola stipitata
2001,26,sheltered,Arthopyrenia
2001,26,sheltered,Verrucaria 
2001,26,sheltered,Ascophyllum nodosum
2001,26,sheltered,Ascophyllum nodosum
2001,26,sheltered,Chondrus crispus
2001,26,sheltered,Chondrus crispus
2001,26,sheltered,Fucus vesiculosus var. spiralis
2001,26,sheltered,Hildenbrandia rubra
2001,26,sheltered,Semibalanus balanoides
2001,26,sheltered,Fucus 
2001,26,sheltered,Fucus distichus
2001,26,sheltered,Fucus vesiculosus
2001,26,sheltered,Mastocarpus stellatus
2001,26,sheltered,Mastocarpus stellatus
2001,26,sheltered,Corallina 
2001,26,sheltered,Mastocarpus stellatus
2001,26,sheltered,Corallina officinalis
2001,26,sheltered,Schizoporella unicornis
2001,26,sheltered,Fucus 
2002,7,sheltered,Prasiola stipitata
2002,7,sheltered,Arthopyrenia
2002,7,sheltered,Verrucaria 
2002,7,sheltered,Semibalanus balanoides
2002,7,sheltered,Ascophyllum nodosum
2002,7,sheltered,Ascophyllum nodosum
2002,7,sheltered,Hildenbrandia rubra
2002,7,sheltered,Fucus 
2002,7,sheltered,Fucus 
2002,7,sheltered,Metridium dianthus
2002,7,sheltered,Mastocarpus stellatus
2002,7,sheltered,Mastocarpus stellatus
2002,7,sheltered,Corallina 
2002,7,sheltered,Fucus vesiculosus
2002,7,sheltered,Fucus distichus
2002,7,sheltered,Fucus vesiculosus var. spiralis
2002,7,sheltered,Chondrus crispus
2002,7,sheltered,Chondrus crispus
2002,7,sheltered,Modiolus modiolus
2002,7,sheltered,Corallina officinalis
2002,7,sheltered,Mytilus edulis
2002,15,exposed,Arthopyrenia
2002,15,exposed,Semibalanus balanoides
2002,15,exposed,Hildenbrandia rubra
2002,15,exposed,Mytilus edulis
2002,15,exposed,Verrucaria 
2002,15,exposed,Fucus 
2002,15,exposed,Fucus distichus
2002,15,exposed,Ceramium virgatum
2002,15,exposed,Modiolus modiolus
2002,15,exposed,Mastocarpus stellatus
2002,15,exposed,Mastocarpus stellatus
2002,15,exposed,Ascophyllum nodosum
2002,15,exposed,Ascophyllum nodosum
2002,15,exposed,Chondrus crispus
2002,15,exposed,Chondrus crispus
2002,15,exposed,Alaria esculenta
2002,15,exposed,Alaria esculenta
2002,20,exposed,Verrucaria 
2002,20,exposed,Arthopyrenia
2002,20,exposed,Hildenbrandia rubra
2002,20,exposed,Fucus 
2002,20,exposed,Fucus 
2002,20,exposed,Mytilus edulis
2002,20,exposed,Semibalanus balanoides
2002,20,exposed,Chondrus crispus
2002,20,exposed,Chondrus crispus
2002,20,exposed,Corallina 
2002,20,exposed,Phymatolithon lenormandii
2002,20,exposed,Mastocarpus stellatus
2002,20,exposed,Mastocarpus stellatus
2002,20,exposed,Corallina officinalis
2002,20,exposed,Modiolus modiolus
2002,20,exposed,Alaria esculenta
2002,20,exposed,Mastocarpus stellatus
2002,20,exposed,Clathromorphum circumscriptum
2002,22,exposed,Arthopyrenia
2002,22,exposed,Hildenbrandia rubra
2002,22,exposed,Semibalanus balanoides
2002,22,exposed,Mytilus edulis
2002,22,exposed,Scytosiphon lomentaria 
2002,22,exposed,Verrucaria 
2002,22,exposed,Chondrus crispus
2002,22,exposed,Chondrus crispus
2002,22,exposed,Fucus 
2002,22,exposed,Fucus 
2002,22,exposed,Mastocarpus stellatus
2002,22,exposed,Mastocarpus stellatus
2002,22,exposed,Alaria esculenta
2002,22,exposed,Alaria esculenta
2002,26,sheltered,Arthopyrenia
2002,26,sheltered,Prasiola stipitata
2002,26,sheltered,Verrucaria 
2002,26,sheltered,Semibalanus balanoides
2002,26,sheltered,Ascophyllum nodosum
2002,26,sheltered,Ascophyllum nodosum
2002,26,sheltered,Fucus 
2002,26,sheltered,Hildenbrandia rubra
2002,26,sheltered,Mastocarpus stellatus
2002,26,sheltered,Metridium dianthus
2002,26,sheltered,Corallina 
2002,26,sheltered,Mastocarpus stellatus
2002,26,sheltered,Cryptosula pallasiana
2002,26,sheltered,Chondrus crispus
2002,26,sheltered,Chondrus crispus
2002,26,sheltered,Corallina officinalis
2002,26,sheltered,Fucus 
2002,26,sheltered,Mytilus edulis
2002,26,sheltered,Fucus distichus
2002,26,sheltered,Mastocarpus stellatus
2002,26,sheltered,Codium fragile
2002,26,sheltered,Codium fragile
2002,26,sheltered,Halichondria
2002,28,sheltered,Arthopyrenia
2002,28,sheltered,Verrucaria 
2002,28,sheltered,Fucus 
2002,28,sheltered,Ascophyllum nodosum
2002,28,sheltered,Ascophyllum nodosum
2002,28,sheltered,Fucus vesiculosus
2002,28,sheltered,Hildenbrandia rubra
2002,28,sheltered,Mastocarpus stellatus
2002,28,sheltered,Semibalanus balanoides
2002,28,sheltered,Fucus vesiculosus var. spiralis
2002,28,sheltered,Mastocarpus stellatus
2002,28,sheltered,Cryptosula pallasiana
2002,28,sheltered,Modiolus modiolus
2002,28,sheltered,Corallina 
2002,28,sheltered,Chondrus crispus
2002,28,sheltered,Chondrus crispus
2002,28,sheltered,Mytilus edulis
2002,28,sheltered,Mastocarpus stellatus
2002,28,sheltered,Fucus distichus
2002,28,sheltered,Ralfsia 
2002,28,sheltered,Corallina officinalis
2002,28,sheltered,Fucus 
2002,28,sheltered,Codium fragile
2002,28,sheltered,Codium fragile
2003,5,sheltered,Arthopyrenia
2003,5,sheltered,Verrucaria 
2003,5,sheltered,Ascophyllum nodosum
2003,5,sheltered,Fucus vesiculosus var. spiralis
2003,5,sheltered,Semibalanus balanoides
2003,5,sheltered,Ascophyllum nodosum
2003,5,sheltered,Fucus 
2003,5,sheltered,Hildenbrandia rubra
2003,5,sheltered,Fucus 
2003,5,sheltered,Corallina 
2003,5,sheltered,Mastocarpus stellatus
2003,5,sheltered,Mastocarpus stellatus
2003,5,sheltered,Phymatolithon lenormandii
2003,5,sheltered,Chondrus crispus
2003,5,sheltered,Chondrus crispus
2003,5,sheltered,Fucus vesiculosus
2003,5,sheltered,Cryptosula pallasiana
2003,5,sheltered,Fucus distichus
2003,5,sheltered,Codium fragile
2003,5,sheltered,Corallina officinalis
2003,5,sheltered,Anomia simplex
2003,5,sheltered,Mytilus edulis
2003,5,sheltered,Codium fragile
2003,15,exposed,Semibalanus balanoides
2003,15,exposed,Cryptosula pallasiana
2003,15,exposed,Arthopyrenia
2003,15,exposed,Hildenbrandia rubra
2003,15,exposed,Verrucaria 
2003,15,exposed,Mytilus edulis
2003,15,exposed,Fucus 
2003,15,exposed,Fucus distichus
2003,15,exposed,Modiolus modiolus
2003,15,exposed,Fucus vesiculosus
2003,15,exposed,Alaria esculenta
2003,15,exposed,Alaria esculenta
2003,15,exposed,Ascophyllum nodosum
2003,15,exposed,Chondrus crispus
2003,15,exposed,Chondrus crispus
2003,20,exposed,Semibalanus balanoides
2003,20,exposed,Porphyra
2003,20,exposed,Arthopyrenia
2003,20,exposed,Mytilus edulis
2003,20,exposed,Fucus 
2003,20,exposed,Fucus 
2003,20,exposed,Fucus distichus
2003,20,exposed,Ulva intestinalis
2003,20,exposed,Mastocarpus stellatus
2003,20,exposed,Ralfsia 
2003,20,exposed,Ceramium virgatum
2003,20,exposed,Hildenbrandia rubra
2003,20,exposed,Mastocarpus stellatus
2003,20,exposed,Chondrus crispus
2003,20,exposed,Chondrus crispus
2003,20,exposed,Modiolus modiolus
2003,20,exposed,Ceramium virgatum
2003,20,exposed,Spongomorpha aeruginosa
2003,20,exposed,Alaria esculenta
2003,20,exposed,Alaria esculenta
2003,20,exposed,Chordaria flagelliformis
2003,20,exposed,Corallina 
2003,20,exposed,Phymatolithon lenormandii
2003,22,exposed,Verrucaria 
2003,22,exposed,Arthopyrenia
2003,22,exposed,Semibalanus balanoides
2003,22,exposed,Mytilus edulis
2003,22,exposed,Fucus 
2003,22,exposed,Fucus distichus
2003,22,exposed,Hildenbrandia rubra
2003,22,exposed,Chondrus crispus
2003,22,exposed,Chondrus crispus
2003,22,exposed,Mastocarpus stellatus
2003,22,exposed,Mastocarpus stellatus
2003,22,exposed,Alaria esculenta
2003,22,exposed,Alaria esculenta
2003,26,sheltered,Verrucaria 
2003,26,sheltered,Arthopyrenia
2003,26,sheltered,Semibalanus balanoides
2003,26,sheltered,Ascophyllum nodosum
2003,26,sheltered,Fucus 
2003,26,sheltered,Fucus vesiculosus var. spiralis
2003,26,sheltered,Fucus vesiculosus
2003,26,sheltered,Hildenbrandia rubra
2003,26,sheltered,Fucus 
2003,26,sheltered,Mastocarpus stellatus
2003,26,sheltered,Mastocarpus stellatus
2003,26,sheltered,Ascophyllum nodosum
2003,26,sheltered,Mytilus edulis
2003,26,sheltered,Corallina 
2003,26,sheltered,Phymatolithon lenormandii
2003,26,sheltered,Chondrus crispus
2003,26,sheltered,Chondrus crispus
2003,26,sheltered,Modiolus modiolus
2003,26,sheltered,Corallina officinalis
2004,2,sheltered,Prasiola stipitata
2004,2,sheltered,Verrucaria 
2004,2,sheltered,Semibalanus balanoides
2004,2,sheltered,Arthopyrenia
2004,2,sheltered,Fucus 
2004,2,sheltered,Fucus 
2004,2,sheltered,Hildenbrandia rubra
2004,2,sheltered,Ascophyllum nodosum
2004,2,sheltered,Chondrus crispus
2004,2,sheltered,Fucus vesiculosus
2004,2,sheltered,Ascophyllum nodosum
2004,2,sheltered,Fucus distichus
2004,2,sheltered,Mastocarpus stellatus
2004,2,sheltered,Chondrus crispus
2004,2,sheltered,Corallina 
2004,2,sheltered,Mastocarpus stellatus
2004,2,sheltered,Corallina officinalis
2004,2,sheltered,Modiolus modiolus
2004,2,sheltered,Mytilus edulis
2004,2,sheltered,Codium fragile
2004,2,sheltered,Codium fragile
2004,5,sheltered,Arthopyrenia
2004,5,sheltered,Semibalanus balanoides
2004,5,sheltered,Ascophyllum nodosum
2004,5,sheltered,Ascophyllum nodosum
2004,5,sheltered,Corallina 
2004,5,sheltered,Fucus 
2004,5,sheltered,Fucus vesiculosus
2004,5,sheltered,Mastocarpus stellatus
2004,5,sheltered,Mastocarpus stellatus
2004,5,sheltered,Modiolus modiolus
2004,5,sheltered,Mytilus edulis
2004,5,sheltered,Verrucaria 
2004,5,sheltered,Hildenbrandia rubra
2004,5,sheltered,Chondrus crispus
2004,5,sheltered,Fucus vesiculosus var. spiralis
2004,5,sheltered,Cryptosula pallasiana
2004,5,sheltered,Polysiphonia
2004,5,sheltered,Chondrus crispus
2004,5,sheltered,Fucus 
2004,5,sheltered,Corallina officinalis
2004,5,sheltered,Mastocarpus stellatus
2004,5,sheltered,Anomia simplex
2004,5,sheltered,Codium fragile
2004,5,sheltered,Codium fragile
2004,15,exposed,Arthopyrenia
2004,15,exposed,Semibalanus balanoides
2004,15,exposed,Mytilus edulis
2004,15,exposed,Verrucaria 
2004,15,exposed,Hildenbrandia rubra
2004,15,exposed,Fucus 
2004,15,exposed,Fucus distichus
2004,15,exposed,Modiolus modiolus
2004,15,exposed,Mastocarpus stellatus
2004,15,exposed,Fucus vesiculosus
2004,15,exposed,Ceramium virgatum
2004,15,exposed,Mastocarpus stellatus
2004,15,exposed,Chondrus crispus
2004,15,exposed,Chondrus crispus
2004,15,exposed,Alaria esculenta
2004,15,exposed,Alaria esculenta
2004,15,exposed,Corallina 
2004,20,exposed,Hildenbrandia rubra
2004,20,exposed,Semibalanus balanoides
2004,20,exposed,Fucus 
2004,20,exposed,Mytilus edulis
2004,20,exposed,Modiolus modiolus
2004,20,exposed,Fucus 
2004,20,exposed,Mastocarpus stellatus
2004,20,exposed,Chondrus crispus
2004,20,exposed,Chondrus crispus
2004,20,exposed,Pylaiella littoralis
2004,20,exposed,Ascophyllum nodosum
2004,20,exposed,Ascophyllum nodosum
2004,20,exposed,Corallina 
2004,20,exposed,Alaria esculenta
2004,20,exposed,Alaria esculenta
2004,20,exposed,Corallina officinalis
2004,20,exposed,Anomia simplex
2004,20,exposed,Mastocarpus stellatus
2004,22,exposed,Arthopyrenia
2004,22,exposed,Cryptosula pallasiana
2004,22,exposed,Semibalanus balanoides
2004,22,exposed,Hildenbrandia rubra
2004,22,exposed,Mytilus edulis
2004,22,exposed,Fucus 
2004,22,exposed,Fucus 
2004,22,exposed,Fucus distichus
2004,22,exposed,Chondrus crispus
2004,22,exposed,Chondrus crispus
2004,22,exposed,Verrucaria 
2004,22,exposed,Fucus vesiculosus
2004,22,exposed,Leathesia marina
2004,22,exposed,Mastocarpus stellatus
2004,22,exposed,Modiolus modiolus
2004,22,exposed,Alaria esculenta
2004,22,exposed,Alaria esculenta
2004,22,exposed,Anomia simplex
2004,22,exposed,Scytosiphon lomentaria 
2004,22,exposed,Corallina 
2004,26,sheltered,Prasiola stipitata
2004,26,sheltered,Arthopyrenia
2004,26,sheltered,Ascophyllum nodosum
2004,26,sheltered,Semibalanus balanoides
2004,26,sheltered,Verrucaria 
2004,26,sheltered,Ascophyllum nodosum
2004,26,sheltered,Fucus vesiculosus var. spiralis
2004,26,sheltered,Hildenbrandia rubra
2004,26,sheltered,Mastocarpus stellatus
2004,26,sheltered,Fucus 
2004,26,sheltered,Fucus distichus
2004,26,sheltered,Chondrus crispus
2004,26,sheltered,Corallina 
2004,26,sheltered,Chondrus crispus
2004,26,sheltered,Corallina officinalis
2004,26,sheltered,Mastocarpus stellatus
2004,26,sheltered,Fucus vesiculosus
2004,26,sheltered,Dumontia contorta
2004,26,sheltered,Fucus 
2004,26,sheltered,Chaetomorpha ligustica
2004,26,sheltered,Modiolus modiolus
2004,26,sheltered,Ahnfeltia plicata
2004,26,sheltered,Codium fragile
2004,26,sheltered,Ceramium virgatum
2005,5,sheltered,Arthopyrenia
2005,5,sheltered,Verrucaria 
2005,5,sheltered,Semibalanus balanoides
2005,5,sheltered,Ascophyllum nodosum
2005,5,sheltered,Ascophyllum nodosum
2005,5,sheltered,Chondrus crispus
2005,5,sheltered,Chondrus crispus
2005,5,sheltered,Clathromorphum circumscriptum
2005,5,sheltered,Corallina 
2005,5,sheltered,Hildenbrandia rubra
2005,5,sheltered,Fucus 
2005,5,sheltered,Fucus 
2005,5,sheltered,Phymatolithon lenormandii
2005,5,sheltered,Codium fragile
2005,5,sheltered,Mastocarpus stellatus
2005,5,sheltered,Mastocarpus stellatus
2005,5,sheltered,Mytilus edulis
2005,5,sheltered,Corallina officinalis
2005,7,sheltered,Prasiola stipitata
2005,7,sheltered,Arthopyrenia
2005,7,sheltered,Semibalanus balanoides
2005,7,sheltered,Ascophyllum nodosum
2005,7,sheltered,Ascophyllum nodosum
2005,7,sheltered,Fucus 
2005,7,sheltered,Fucus 
2005,7,sheltered,Hildenbrandia rubra
2005,7,sheltered,Mastocarpus stellatus
2005,7,sheltered,Mytilus edulis
2005,7,sheltered,Verrucaria 
2005,7,sheltered,Mastocarpus stellatus
2005,7,sheltered,Corallina officinalis
2005,7,sheltered,Corallina 
2005,7,sheltered,Fucus vesiculosus
2005,7,sheltered,Anomia simplex
2005,7,sheltered,Chondrus crispus
2005,7,sheltered,Chondrus crispus
2005,7,sheltered,Codium fragile
2005,7,sheltered,Codium fragile
2005,7,sheltered,Modiolus modiolus
2005,15,exposed,Prasiola stipitata
2005,15,exposed,Arthopyrenia
2005,15,exposed,Semibalanus balanoides
2005,15,exposed,Mytilus edulis
2005,15,exposed,Hildenbrandia rubra
2005,15,exposed,Fucus 
2005,15,exposed,Fucus distichus
2005,15,exposed,Mastocarpus stellatus
2005,15,exposed,Mastocarpus stellatus
2005,15,exposed,Chondrus crispus
2005,15,exposed,Chondrus crispus
2005,20,exposed,Arthopyrenia
2005,20,exposed,Prasiola stipitata
2005,20,exposed,Semibalanus balanoides
2005,20,exposed,Mytilus edulis
2005,20,exposed,Fucus 
2005,20,exposed,Fucus vesiculosus var. spiralis
2005,20,exposed,Hildenbrandia rubra
2005,20,exposed,Fucus 
2005,20,exposed,Fucus distichus
2005,20,exposed,Chondrus crispus
2005,20,exposed,Chondrus crispus
2005,20,exposed,Mastocarpus stellatus
2005,20,exposed,Mastocarpus stellatus
2005,20,exposed,Ralfsia 
2005,20,exposed,Ulva lactuca
2005,20,exposed,Ceramium virgatum
2005,20,exposed,Alaria esculenta
2005,20,exposed,Alaria esculenta
2005,20,exposed,Corallina officinalis
2005,20,exposed,Corallina 
2005,20,exposed,Phymatolithon lenormandii
2006,5,sheltered,Arthopyrenia
2006,5,sheltered,Semibalanus balanoides
2006,5,sheltered,Fucus vesiculosus var. spiralis
2006,5,sheltered,Hildenbrandia rubra
2006,5,sheltered,Ascophyllum nodosum
2006,5,sheltered,Ascophyllum nodosum
2006,5,sheltered,Polysiphonia
2006,5,sheltered,Verrucaria 
2006,5,sheltered,Corallina 
2006,5,sheltered,Mastocarpus stellatus
2006,5,sheltered,Phymatolithon lenormandii
2006,5,sheltered,Fucus distichus
2006,5,sheltered,Mastocarpus stellatus
2006,5,sheltered,Fucus vesiculosus
2006,5,sheltered,Mastocarpus stellatus
2006,5,sheltered,Ralfsia 
2006,5,sheltered,Chondrus crispus
2006,5,sheltered,Chondrus crispus
2006,5,sheltered,Fucus 
2006,5,sheltered,Corallina officinalis
2006,5,sheltered,Chaetomorpha
2006,5,sheltered,Leathesia marina
2006,7,sheltered,Arthopyrenia
2006,7,sheltered,Prasiola stipitata
2006,7,sheltered,Semibalanus balanoides
2006,7,sheltered,Hildenbrandia rubra
2006,7,sheltered,Ascophyllum nodosum
2006,7,sheltered,Ascophyllum nodosum
2006,7,sheltered,Chondrus crispus
2006,7,sheltered,Corallina 
2006,7,sheltered,Diatoma
2006,7,sheltered,Fucus 
2006,7,sheltered,Fucus distichus
2006,7,sheltered,Modiolus modiolus
2006,7,sheltered,Mytilus edulis
2006,7,sheltered,Phymatolithon lenormandii
2006,7,sheltered,Metridium dianthus
2006,7,sheltered,Mastocarpus stellatus
2006,7,sheltered,Ahnfeltia plicata
2006,7,sheltered,Fucus vesiculosus
2006,7,sheltered,Chaetomorpha ligustica
2006,7,sheltered,Mastocarpus stellatus
2006,7,sheltered,Chaetomorpha
2006,7,sheltered,Chondrus crispus
2006,7,sheltered,Anomia simplex
2006,7,sheltered,Cystoclonium purpureum
2006,7,sheltered,Ulva lactuca
2006,7,sheltered,Monostroma
2006,20,exposed,Arthopyrenia
2006,20,exposed,Semibalanus balanoides
2006,20,exposed,Hildenbrandia rubra
2006,20,exposed,Mytilus edulis
2006,20,exposed,Fucus 
2006,20,exposed,Fucus distichus
2006,20,exposed,Mastocarpus stellatus
2006,20,exposed,Chondrus crispus
2006,20,exposed,Chordaria flagelliformis
2006,20,exposed,Modiolus modiolus
2006,20,exposed,Ceramium virgatum
2006,20,exposed,Corallina officinalis
2006,20,exposed,Mastocarpus stellatus
2006,22,exposed,Semibalanus balanoides
2006,22,exposed,Hildenbrandia rubra
2006,22,exposed,Mytilus edulis
2006,22,exposed,Mastocarpus stellatus
2006,22,exposed,Fucus distichus
2006,22,exposed,Fucus vesiculosus var. spiralis
2006,22,exposed,Chondrus crispus
2006,22,exposed,Modiolus modiolus
2006,22,exposed,Alaria esculenta
2006,22,exposed,Mastocarpus stellatus
2006,22,exposed,Saccharina latissima
2006,26,sheltered,Ascophyllum nodosum
2006,26,sheltered,Fucus vesiculosus var. spiralis
2006,26,sheltered,Fucus vesiculosus
2006,26,sheltered,Hildenbrandia rubra
2006,26,sheltered,Semibalanus balanoides
2006,26,sheltered,Corallina 
2006,26,sheltered,Phymatolithon lenormandii
2006,26,sheltered,Mastocarpus stellatus
2006,26,sheltered,Chondrus crispus
2006,26,sheltered,Fucus distichus
2006,26,sheltered,Corallina officinalis
2006,26,sheltered,Clathromorphum circumscriptum
2006,26,sheltered,Mastocarpus stellatus
2006,26,sheltered,Codium fragile
2006,28,sheltered,Prasiola stipitata
2006,28,sheltered,Arthopyrenia
2006,28,sheltered,Ascophyllum nodosum
2006,28,sheltered,Chondrus crispus
2006,28,sheltered,Fucus 
2006,28,sheltered,Fucus vesiculosus var. spiralis
2006,28,sheltered,Semibalanus balanoides
2006,28,sheltered,Hildenbrandia rubra
2006,28,sheltered,Ascophyllum nodosum
2006,28,sheltered,Corallina officinalis
2006,28,sheltered,Ceramium virgatum
2006,28,sheltered,Chondrus crispus
2006,28,sheltered,Clathromorphum circumscriptum
2006,28,sheltered,Corallina 
2006,28,sheltered,Fucus vesiculosus
2006,28,sheltered,Mytilus edulis
2006,28,sheltered,Fucus distichus
2006,28,sheltered,Phymatolithon lenormandii
2006,28,sheltered,Verrucaria 
2006,28,sheltered,Mastocarpus stellatus
2006,28,sheltered,Mastocarpus stellatus
2006,28,sheltered,Mastocarpus stellatus
2006,28,sheltered,Modiolus modiolus
2006,28,sheltered,Codium fragile
2006,28,sheltered,Plumaria plumosa
2008,15,exposed,Cyanobacteria
2008,15,exposed,Mytilus edulis
2008,15,exposed,Semibalanus balanoides
2008,15,exposed,Fucus distichus
2008,15,exposed,Fucus distichus
2008,15,exposed,Chondrus crispus
2008,15,exposed,Chondrus crispus
2008,15,exposed,Ascophyllum nodosum
2008,15,exposed,Ascophyllum nodosum
2008,15,exposed,Ceramium virgatum
2008,15,exposed,Mastocarpus stellatus
2008,15,exposed,Mastocarpus stellatus
2009,5,sheltered,Arthopyrenia
2009,5,sheltered,Cyanobacteria
2009,5,sheltered,Semibalanus balanoides
2009,5,sheltered,Fucus 
2009,5,sheltered,Fucus vesiculosus var. spiralis
2009,5,sheltered,Ascophyllum nodosum
2009,5,sheltered,Ascophyllum nodosum
2009,5,sheltered,Fucus distichus
2009,5,sheltered,Hildenbrandia rubra
2009,5,sheltered,Verrucaria 
2009,5,sheltered,Phymatolithon lenormandii
2009,5,sheltered,Elachista fucicola
2009,5,sheltered,Mastocarpus stellatus
2009,5,sheltered,Polysiphonia
2009,5,sheltered,Dynamena pumila
2009,5,sheltered,Fucus vesiculosus
2009,5,sheltered,Mastocarpus stellatus
2009,5,sheltered,Chondrus crispus
2009,5,sheltered,Chondrus crispus
2009,5,sheltered,Corallina officinalis
2009,5,sheltered,Leathesia marina
2009,15,exposed,Arthopyrenia
2009,15,exposed,Cyanobacteria
2009,15,exposed,Verrucaria 
2009,15,exposed,Mytilus edulis
2009,15,exposed,Semibalanus balanoides
2009,15,exposed,Fucus 
2009,15,exposed,Fucus distichus
2009,15,exposed,Hildenbrandia rubra
2009,15,exposed,Modiolus modiolus
2009,15,exposed,Petalonia fascia
2009,15,exposed,Mastocarpus stellatus
2009,15,exposed,Ulva lactuca
2009,15,exposed,Mastocarpus stellatus
2009,15,exposed,Acrosiphonia
2009,15,exposed,Ceramium virgatum
2009,15,exposed,Fucus vesiculosus
2009,15,exposed,Chondrus crispus
2009,15,exposed,Chordaria flagelliformis
2009,15,exposed,Porphyra
2009,15,exposed,Chondrus crispus
2009,15,exposed,Alaria esculenta
2009,15,exposed,Polysiphonia
2009,20,exposed,Cyanobacteria
2009,20,exposed,Arthopyrenia
2009,20,exposed,Semibalanus balanoides
2009,20,exposed,Fucus 
2009,20,exposed,Fucus distichus
2009,20,exposed,Mytilus edulis
2009,20,exposed,Petalonia fascia
2009,20,exposed,Mastocarpus stellatus
2009,20,exposed,Mastocarpus stellatus
2009,20,exposed,Chondrus crispus
2009,20,exposed,Chondrus crispus
2009,20,exposed,Dynamena pumila
2009,20,exposed,Corallina officinalis
2009,20,exposed,Modiolus modiolus
2009,22,exposed,Cyanobacteria
2009,22,exposed,Semibalanus balanoides
2009,22,exposed,Hildenbrandia rubra
2009,22,exposed,Mytilus edulis
2009,22,exposed,Fucus 
2009,22,exposed,Fucus distichus
2009,22,exposed,Acrosiphonia
2009,22,exposed,Ahnfeltia plicata
2009,22,exposed,Petalonia fascia
2009,22,exposed,Ceramium virgatum
2009,22,exposed,Modiolus modiolus
2009,22,exposed,Ulva lactuca
2009,22,exposed,Chondrus crispus
2009,22,exposed,Chondrus crispus
2009,22,exposed,Elachista fucicola
2009,22,exposed,Porphyra
2009,22,exposed,Alaria esculenta
2009,22,exposed,Alaria esculenta
2009,22,exposed,Mastocarpus stellatus
2009,26,sheltered,Cyanobacteria
2009,26,sheltered,Arthopyrenia
2009,26,sheltered,Semibalanus balanoides
2009,26,sheltered,Ascophyllum nodosum
2009,26,sheltered,Ascophyllum nodosum
2009,26,sheltered,Chondrus crispus
2009,26,sheltered,Fucus distichus
2009,26,sheltered,Fucus vesiculosus
2009,26,sheltered,Hildenbrandia rubra
2009,26,sheltered,Verrucaria 
2009,26,sheltered,Fucus 
2009,26,sheltered,Fucus vesiculosus var. spiralis
2009,26,sheltered,Polysiphonia
2009,26,sheltered,Clathromorphum circumscriptum
2009,26,sheltered,Dynamena pumila
2009,26,sheltered,Elachista fucicola
2009,26,sheltered,Metridium dianthus
2009,26,sheltered,Mastocarpus stellatus
2009,26,sheltered,Mastocarpus stellatus
2009,26,sheltered,Phymatolithon lenormandii
2009,26,sheltered,Chondrus crispus
2009,26,sheltered,Corallina officinalis
2009,26,sheltered,Modiolus modiolus
2009,26,sheltered,Electra pilosa
2009,26,sheltered,Hiatella arctica
2009,26,sheltered,Codium fragile
2009,26,sheltered,Codium fragile
2009,28,sheltered,Cyanobacteria
2009,28,sheltered,Arthopyrenia
2009,28,sheltered,Prasiola stipitata
2009,28,sheltered,Verrucaria 
2009,28,sheltered,Semibalanus balanoides
2009,28,sheltered,Ascophyllum nodosum
2009,28,sheltered,Chondrus crispus
2009,28,sheltered,Fucus 
2009,28,sheltered,Hildenbrandia rubra
2009,28,sheltered,Ascophyllum nodosum
2009,28,sheltered,Polysiphonia
2009,28,sheltered,Fucus distichus
2009,28,sheltered,Phymatolithon lenormandii
2009,28,sheltered,Clathromorphum circumscriptum
2009,28,sheltered,Mastocarpus stellatus
2009,28,sheltered,Mastocarpus stellatus
2009,28,sheltered,Corallina officinalis
2009,28,sheltered,Chondrus crispus
2009,28,sheltered,Leathesia marina
2009,28,sheltered,Modiolus modiolus
2009,28,sheltered,Mastocarpus stellatus
2009,28,sheltered,Electra pilosa
2009,28,sheltered,Didemnum vexillum
2009,28,sheltered,Halichondria
2010,5,sheltered,Cyanobacteria
2010,5,sheltered,Verrucaria 
2010,5,sheltered,Hildenbrandia rubra
2010,5,sheltered,Ascophyllum nodosum
2010,5,sheltered,Ascophyllum nodosum
2010,5,sheltered,Semibalanus balanoides
2010,5,sheltered,Phymatolithon lenormandii
2010,5,sheltered,Chondrus crispus
2010,5,sheltered,Chondrus crispus
2010,5,sheltered,Fucus vesiculosus
2010,5,sheltered,Fucus vesiculosus var. spiralis
2010,5,sheltered,Fucus distichus
2010,5,sheltered,Mastocarpus stellatus
2010,5,sheltered,Clathromorphum circumscriptum
2010,5,sheltered,Mastocarpus stellatus
2010,5,sheltered,Modiolus modiolus
2010,5,sheltered,Fucus 
2010,5,sheltered,Cryptosula pallasiana
2010,5,sheltered,Chaetomorpha
2010,5,sheltered,Cladophora
2010,5,sheltered,Corallina officinalis
2010,5,sheltered,Chaetomorpha ligustica
2010,5,sheltered,Spirorbis
2010,5,sheltered,Mastocarpus stellatus
2010,5,sheltered,Botrylloides violaceus
2010,5,sheltered,Ceramium virgatum
2010,5,sheltered,Mytilus edulis
2010,5,sheltered,Codium fragile
2010,5,sheltered,Ectocarpus
2010,5,sheltered,Fucus 
2010,5,sheltered,Bonnemaisonia hamifera
2010,5,sheltered,Halichondria
2010,15,exposed,Cyanobacteria
2010,15,exposed,Semibalanus balanoides
2010,15,exposed,Fucus 
2010,15,exposed,Fucus distichus
2010,15,exposed,Hildenbrandia rubra
2010,15,exposed,Mytilus edulis
2010,15,exposed,Mastocarpus stellatus
2010,15,exposed,Mastocarpus stellatus
2010,15,exposed,Chondrus crispus
2010,15,exposed,Chondrus crispus
2010,15,exposed,Mastocarpus stellatus
2010,15,exposed,Alaria esculenta
2010,15,exposed,Alaria esculenta
2010,28,sheltered,Prasiola stipitata
