"","NETWORK.x","PI.x","YEAR_MONTH_DAY_TRANSECT","YEAR.x","MONTH.x","DAY.x","SITE.x","TRANSECT.x","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES","BLADE_LENGTH_CM","WIDTH_CM","STIPE_LENGTH_CM","WET_WEIGHT","DRY_WEIGHT","PERCENT_COVER","NETWORK.y","PI.y","YEAR.y","MONTH.y","DAY.y","SITE.y","TRANSECT.y","START_LATITUDE","START_LONGITUDE","END_LATITUDE","END_LONGITUDE","START_DEPTH_M","END_DEPTH_M","TEMPERATURE_C","VISIBILITY_M"
"3737","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SDS","16","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3738","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SDS","24","I",NA,6,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3739","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SDS","32","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3740","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SDS","40","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3741","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SDS","8","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3742","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SL","0","O",NA,4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3743","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SL","16","O",NA,12,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3744","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SL","24","I",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3745","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SL","32","O",NA,12,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3746","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SL","40","I",NA,27,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3747","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SL","8","I",NA,7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3748","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SLJ","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3749","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SLJ","16","O",NA,23,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3750","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SLJ","24","I",NA,4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3751","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SLJ","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3752","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SLJ","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3753","KEEN ONE","Byrnes","2018_8_28_Broad Cove",2018,8,28,"NE Appledore","Broad Cove","SLJ","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3754","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","AGCL","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3755","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","AGCL","16","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3756","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","AGCL","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3757","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","AGCL","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3758","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","AGCL","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3759","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","AGCL","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3760","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","CABO","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3761","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","CABO","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3762","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","CABO","24","I",NA,1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3763","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","CABO","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3764","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","CABO","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3765","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","CABO","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3766","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","DEAC","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3767","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","DEAC","16","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3768","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","DEAC","24","I",NA,12,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3769","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","DEAC","32","O",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3770","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","DEAC","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3771","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","DEAC","8","I",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3772","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","HOAM","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3773","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","HOAM","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3774","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","HOAM","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3775","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","HOAM","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3776","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","HOAM","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","HOAM","8","I",NA,1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3778","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","MYSP","0","O",NA,0,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3779","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","MYSP","16","O",NA,0,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3780","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","MYSP","24","I",NA,0,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3781","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","MYSP","32","O",NA,0,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3782","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","MYSP","40","I",NA,0,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3783","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","MYSP","8","I",NA,1,1,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3784","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","0","O",NA,1,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3785","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","16","O",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","24","I",NA,1,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","32","O",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3788","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","40","I",NA,1,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3789","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","8","I",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3790","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","0","O",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3791","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","16","O",NA,18,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3792","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","24","I",NA,21,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","32","O",NA,9,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","40","I",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
